epoch,f1,lr,signal_eff,signal_pur,step,total_eff,total_pur,train/backward_time_seconds,train/forward_time_seconds,train/forward_time_seconds_per_sample,train/step_time_seconds,train_loss,val_loss
86,,,,,6949,,,0.0035272608511149883,0.0242623258382082,491956.125,0.02059365250170231,0.007731587626039982,
86,0.31039854884147644,0.0005764801753684878,0.9961141347885132,0.1839454025030136,6959,0.9960927963256836,0.18422254920005798,,,,,,0.008377792313694954
87,,,,,6999,,,0.0035154109355062246,0.02455013059079647,486188.875,0.020823225378990173,0.0077202338725328445,
87,0.30655694007873535,0.0005764801753684878,0.9962447881698608,0.18124878406524658,7039,0.9962232708930969,0.18152178823947906,,,,,,0.00832410715520382
88,,,,,7049,,,0.001822842052206397,0.023405250161886215,521934.1875,0.020755775272846222,0.007847907021641731,
88,,,,,7099,,,0.0033156978897750378,0.024567391723394394,488167.40625,0.021104371175169945,0.00791975762695074,
88,0.3109024167060852,0.0005764801753684878,0.9960308074951172,0.18429818749427795,7119,0.9960096478462219,0.18457576632499695,,,,,,0.008374089375138283
89,,,,,7149,,,0.0035443929955363274,0.028065552935004234,485256.78125,0.027287399396300316,0.007996663451194763,
89,,,,,7199,,,0.0035652630031108856,0.029135452583432198,507869.21875,0.028255656361579895,0.007665026001632214,
89,0.311372309923172,0.00040353607619181275,0.9960507154464722,0.1846286952495575,7199,0.9960295557975769,0.18490687012672424,,,,,,0.008380135521292686
90,,,,,7249,,,0.0036062030121684074,0.024543210864067078,496145.34375,0.03387436643242836,0.0077276406809687614,
90,0.3098105490207672,0.00040353607619181275,0.9960368871688843,0.18352849781513214,7279,0.9960155487060547,0.1838049739599228,,,,,,0.008350491523742676
91,,,,,7299,,,0.0018435230012983084,0.02685273066163063,497752.0,0.023568853735923767,0.007734842132776976,
91,,,,,7349,,,0.003356749191880226,0.023184116929769516,483779.46875,0.020162714645266533,0.008014792576432228,
91,0.3149712383747101,0.00040353607619181275,0.9958308339118958,0.18717145919799805,7359,0.9958097338676453,0.1874534785747528,,,,,,0.008421835489571095
92,,,,,7399,,,0.003297788091003895,0.024140404537320137,502559.9375,0.020779434591531754,0.0076707107946276665,
92,0.3119667172431946,0.00040353607619181275,0.9960778951644897,0.18504832684993744,7439,0.9960567355155945,0.18532712757587433,,,,,,0.008377445861697197
93,,,,,7449,,,0.003486681031063199,0.02797532267868519,503014.75,0.02717294730246067,0.007936198264360428,
93,,,,,7499,,,0.0035374320577830076,0.024572551250457764,497140.09375,0.020882057026028633,0.007847124710679054,
93,0.3158285915851593,0.00040353607619181275,0.9957871437072754,0.18777525424957275,7519,0.9957661628723145,0.18805815279483795,,,,,,0.008421851322054863
94,,,,,7549,,,0.0029436920303851366,0.028523830696940422,477460.40625,0.024242935702204704,0.007944734767079353,
94,,,,,7599,,,0.0034990408457815647,0.024955948814749718,507173.65625,0.024178724735975266,0.007545409724116325,
94,0.3107753098011017,0.00040353607619181275,0.9961814880371094,0.18420271575450897,7599,0.9961601495742798,0.18448016047477722,,,,,,0.00834730640053749
95,,,,,7649,,,0.0018398519605398178,0.02762705460190773,538059.5625,0.024056121706962585,0.00788363441824913,
95,0.3154415488243103,0.00040353607619181275,0.9958370327949524,0.1875016987323761,7679,0.9958160519599915,0.18778425455093384,,,,,,0.008425790816545486
96,,,,,7699,,,0.0035464030224829912,0.02265997789800167,457811.5625,0.020036080852150917,0.007518298923969269,
96,,,,,7749,,,0.003548462875187397,0.027063805609941483,479422.59375,0.02270497940480709,0.007866498082876205,
96,0.3171915113925934,0.00040353607619181275,0.995934784412384,0.188738614320755,7759,0.9959136843681335,0.1890229433774948,,,,,,0.008437158539891243
97,,,,,7799,,,0.003923378884792328,0.024029061198234558,472469.59375,0.030588457360863686,0.00803590752184391,
97,0.30601033568382263,0.00040353607619181275,0.9961508512496948,0.18086548149585724,7839,0.9961296319961548,0.18113796412944794,,,,,,0.008287521079182625
98,,,,,7849,,,0.003477191086858511,0.024873077869415283,505888.34375,0.024335116147994995,0.007744153030216694,
98,,,,,7899,,,0.0031952569261193275,0.024585891515016556,514807.4375,0.02101861871778965,0.007572602480649948,
98,0.3172263503074646,0.00040353607619181275,0.9960079193115234,0.18876084685325623,7919,0.9959867596626282,0.1890452355146408,,,,,,0.008438575081527233
99,,,,,7949,,,0.0018256120383739471,0.023590683937072754,524741.0625,0.021052850410342216,0.0076017482206225395,
99,,,,,7999,,,0.0035151508636772633,0.023759668692946434,484855.21875,0.023852119222283363,0.008118846453726292,
99,0.3175070881843567,0.000282475259155035,0.9958862066268921,0.18896380066871643,7999,0.9958652257919312,0.18924853205680847,,,,,,0.008459283038973808
